7天,100亿元,3.90%,-1,2013-10-15 10:15:34
14天,480亿元,4.10%,-1,2013-10-10 10:16:22
7天,650亿元,3.90%,-1,2013-10-08 10:18:53
14天,800亿元,4.10%,-1,2013-09-26 10:19:14
6天,880亿元,3.90%,-1,2013-09-24 10:18:42
7天,80亿元,3.90%,-1,2013-09-17 10:21:35
14天,100亿元,4.10%,-1,2013-09-12 10:32:55
7天,100亿元,3.90%,-1,2013-09-10 10:11:52
14天,100亿元,4.10%,-1,2013-09-05 10:22:52
7天,100亿元,3.90%,-1,2013-09-03 10:12:48
14天,260亿元,4.10%,-1,2013-08-29 10:14:08
7天,290亿元,3.90%,-1,2013-08-27 10:22:32
14天,460亿元,4.10%,-1,2013-08-22 10:27:26
7天,360亿元,3.90%,-1,2013-08-20 10:29:14
14天,280亿元,4.10%,-1,2013-08-15 10:39:40
7天,110亿元,3.90%,-1,2013-08-13 10:12:10
14天,150亿元,4.10%,-1,2013-08-08 10:38:44
7天,120亿元,4.0%,-1,2013-08-06 10:24:54
14天,340亿元,4.50%,-1,2013-08-01 10:34:54
7天,170亿元,4.40%,-1,2013-07-30 10:27:14
28天,100亿元,2.75%,1,2013-06-06 10:39:35
28天,140亿元,2.75%,1,2013-06-04 10:28:43
28天,130亿元,2.75%,1,2013-05-30 10:43:25
28天,120亿元,2.75%,1,2013-05-28 10:28:48
28天,50亿元,2.75%,1,2013-05-23 10:34:58
28天,90亿元,2.75%,1,2013-05-21 10:31:31
28天,400亿元,2.75%,1,2013-05-16 10:36:23
28天,520亿元,2.75%,1,2013-05-14 10:37:47
28天,370亿元,2.75%,1,2013-05-09 10:46:48
28天,550亿元,2.75%,1,2013-05-07 10:11:53
28天,300亿元,2.75%,1,2013-05-02 10:28:56
28天,180亿元,2.75%,1,2013-04-25 10:08:55
28天,100亿元,2.75%,1,2013-04-23 10:24:34
28天,430亿元,2.75%,1,2013-04-18 10:12:46
28天,580亿元,2.75%,1,2013-04-16 10:01:22
28天,460亿元,2.75%,1,2013-04-11 10:15:26
28天,300亿元,2.75%,1,2013-04-09 10:12:59
28天,300亿元,2.75%,1,2013-04-02 10:32:28
28天,300亿元,2.75%,1,2013-03-28 10:20:09
28天,320亿元,2.75%,1,2013-03-26 10:26:53
28天,480亿元,2.75%,1,2013-03-21 10:12:54
28天,390亿元,2.75%,1,2013-03-19 10:29:38
28天,180亿元,2.75%,1,2013-03-14 10:09:43
28天,260亿元,2.75%,1,2013-03-12 10:21:25
28天,50亿元,2.75%,1,2013-03-07 10:36:09
28天,50亿元,2.75%,1,2013-02-26 10:43:06
28天,100亿元,2.75%,1,2013-02-21 10:13:57
91天,100亿元,3.05%,1,2013-02-21 10:13:57
28天,300亿元,2.75%,1,2013-02-19 10:14:54
14天,4100亿元,3.45%,-1,2013-02-07 10:24:29
14天,4500亿元,3.45%,-1,2013-02-05 10:39:55
7天,1000亿元,3.35%,-1,2013-01-31 10:29:41
7天,800亿元,3.35%,-1,2013-01-29 10:19:00
7天,580亿元,3.35%,-1,2013-01-24 10:18:27
7天,430亿元,3.35%,-1,2013-01-22 10:23:22
14天,100亿元,3.45%,-1,2013-01-17 10:16:06
14天,100亿元,3.45%,-1,2013-01-15 10:12:36
7天,150亿元,3.35%,-1,2013-01-10 10:22:02
14天,400亿元,3.45%,-1,2013-01-10 10:22:02
7天,200亿元,3.35%,-1,2013-01-08 10:21:45
28天,180亿元,3.60%,-1,2013-01-08 10:21:45
5天,900亿元,3.30%,-1,2013-01-05 10:21:14
7天,50亿元,3.35%,-1,2012-12-27 10:18:25
14天,1530亿元,3.45%,-1,2012-12-27 10:18:25
28天,1100亿元,3.60%,-1,2012-12-25 10:27:13
7天,600亿元,3.35%,-1,2012-12-20 10:59:40
14天,330亿元,3.45%,-1,2012-12-20 10:59:40
7天,200亿元,3.35%,-1,2012-12-18 10:17:28
28天,550亿元,3.60%,-1,2012-12-18 10:17:28
7天,80亿元,3.35%,-1,2012-12-13 10:19:40
14天,100亿元,3.45%,-1,2012-12-13 10:19:40
7天,110亿元,3.35%,-1,2012-12-11 10:26:46
28天,700亿元,3.60%,-1,2012-12-11 10:26:46
7天,450亿元,3.35%,-1,2012-12-06 10:52:27
28天,720亿元,3.60%,-1,2012-12-06 10:52:27
7天,590亿元,3.35%,-1,2012-12-04 10:34:57
14天,380亿元,3.45%,-1,2012-12-04 10:34:57
7天,290亿元,3.35%,-1,2012-11-29 10:23:50
14天,500亿元,3.45%,-1,2012-11-29 10:23:50
7天,700亿元,3.35%,-1,2012-11-27 10:17:05
28天,650亿元,3.60%,-1,2012-11-27 10:17:05
7天,460亿元,3.35%,-1,2012-11-22 10:30:48
14天,430亿元,3.45%,-1,2012-11-22 10:30:48
7天,690亿元,3.35%,-1,2012-11-20 10:20:25
